metric,sessionsCount,sessionsWithMetricPercentage,sessionsWithoutMetricPercentage,pagesViews,subTotal,Url,Source,averageScrollDepth,totalSessionCount,totalBotSessionCount,distinctUserCount,pagesPerSessionPercentage,totalTime,activeTime
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Flumalabs.ai%2Fdream-machine,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/WHEE,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fwww.douyin.com%2Fsearch%2F%25E7%258E%25A9%25E8%25BD%2589office,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/tags,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fopenrouter.ai%2Frankings,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/MOKI,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/SaltTiger,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fspace.bilibili.com%2F470156882,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/accounts/xiaosheng-bangong,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/tools/%E5%95%86%E6%B1%A4%E6%97%A5%E6%97%A5%E6%96%B0%E5%A4%A7%E6%A8%A1%E5%9E%8B,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/tools/Fish-Audio,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fspace.bilibili.com%2F401929486%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fwww.picdoc.cn%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/Cursor,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fapp.insta-speak.com%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/tools/kreadoai,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/tags/AI%E5%86%99%E4%BD%9C%E5%B7%A5%E5%85%B7,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fspace.bilibili.com%2F19319172%2F,,,,,,,,
DeadClickCount,2,0,100,0,0,https://www.limingdao.com/zh/tools/Booltool,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/accounts/douge-heikeji,,,,,,,,
DeadClickCount,2,0,100,0,0,https://www.limingdao.com/tags/AI%E5%9B%BE%E5%83%8F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fwww.vozo.ai%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/accounts/genji-shizhen-ai,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fspace.bilibili.com%2Fxiaolin-coding,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/guides/geo-generative-engine-optimization,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/accounts/shuxue-jianmo-boom,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/Visual-Studio-IntelliCode,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/24864/,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fwww.douyin.com%2Fsearch%2F%25E9%2598%25BF%25E6%259C%25A8%25E7%2588%25B7%25E7%2588%25B7,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/tools/Pollo-AI,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/tags/AI%E5%A4%A7%E6%A8%A1%E5%9E%8B,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/tools/WHEE,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fspace.bilibili.com%2F254463269%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fspace.bilibili.com%2F12351332%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/tools/SaltTiger,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/guides/ai-learning-path,,,,,,,,
DeadClickCount,2,0,100,0,0,https://www.limingdao.com/zh/tools/Moltbook,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/Exa-AI,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/accounts/laopao-jianhuo,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fpodcast.adobe.com%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://toolify-directory-static.vercel.app/zh,vercel.com,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/sub-category/AI%E5%86%99%E4%BD%9C,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/guides/renovation-creators-to-follow,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/tools/Nmod,,,,,,,,
DeadClickCount,3,0,100,0,0,https://www.limingdao.com/tags/AI%E8%A7%86%E9%A2%91%E5%88%9B%E4%BD%9C,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/blog/,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/tools/MoodGallery-APP,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fwww.douyin.com%2Fsearch%2F%25E7%258E%258B%25E5%25BE%25B7%25E9%25A1%25BA,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/%E5%B0%8F%E5%8A%9B%E7%9B%98,,,,,,,,
DeadClickCount,2,0,100,0,0,https://www.limingdao.com/sub-category/AI%E5%BC%80%E6%BA%90%E9%A1%B9%E7%9B%AE,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fwww.doudou.fun%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/tools/OpenRouter-Rankings,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fwww.douyin.com%2Fsearch%2F%25E4%25B8%2589%25E7%25A7%2592-office,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/tools/%E7%A5%9E%E7%AC%94%E9%A9%AC%E8%89%AF,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/categories/market-insights,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/%E8%BD%BB%E7%AB%B9%E5%8A%9E%E5%85%AC,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/%E4%B8%87%E7%9B%B8%E8%90%A5%E9%80%A0,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/accounts/huaye-mengyi-huanjiuqian,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fwww.icnpy.com%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/%E5%85%8D%E8%B4%B9AI%E8%8B%B1%E8%AF%AD%E9%9B%85%E6%80%9D%E5%8F%A3%E8%AF%AD%E5%88%86%E6%9E%90%E6%9C%BA%E5%99%A8%E4%BA%BA,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/accounts/woaijingsai-wang,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/accounts/shejishi-ashuang,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fyuewen.cn%2Fchats%2Fnew,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/%E7%AC%94%E6%A0%BC%E8%AE%BE%E8%AE%A1,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fspace.bilibili.com%2F7458285%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fspace.bilibili.com%2F407045223%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/tools/%E8%AE%AF%E9%A3%9E%E6%98%9F%E7%81%ABAPP,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Flzpanx.com%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fspace.bilibili.com%2F519872016%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fqzoffice.com%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/guides,www.limingdao.com,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/guides/education-learning-path,,,,,,,,
DeadClickCount,2,0,100,0,0,https://www.limingdao.com/zh/tools/%E7%A7%92%E5%88%9B,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fspace.bilibili.com%2F259768893%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fspace.bilibili.com%2F1900783%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fspace.bilibili.com%2F25876945%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/%E6%9C%B1%E9%9B%80AI%E6%A3%80%E6%B5%8B,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/tools/Vozo,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fwww.xaudiopro.com%2Fcn%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/LOVO-AI,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/tools/Adobe-Podcast,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Ffryderyk.ai%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/Adobe%E5%9C%A8%E7%BA%BF%E5%B7%A5%E5%85%B7,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/accounts/chenge-bangong,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/accounts/gityuanbao,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/Phind,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/accounts/xiaojie-ai-funeng,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/CHTML,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fwww.aliyun.com%2Fbenefit%2Fscene%2Fcodingplan,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/Muset,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fsalttiger.com%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/accounts/lishidiaoyanshi,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/CopyLeaks,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fwww.douyin.com%2Fsearch%2FWPS%25E5%25A4%25A7%25E8%2580%2581%25E6%259D%25BF,,,,,,,,
DeadClickCount,2,0,100,0,0,https://www.limingdao.com/zh/tools/%E7%B4%AB%E4%B8%9C%E5%A4%AA%E5%88%9D-%E5%A4%9A%E6%A8%A1%E6%80%81%E5%A4%A7%E6%A8%A1%E5%9E%8B,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fbigesj.com%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/guides/renovation-creators-to-follow,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/MiniMax-Audio,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fwww.youtube.com%2F%403blue1brown,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fspace.bilibili.com%2F1931267550,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/%E7%A0%81%E4%B8%8A%E9%A3%9E-AI%E7%94%9F%E6%88%90%E5%B0%8F%E7%A8%8B%E5%BA%8F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/accounts/sample-creator-1,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/tools/%E8%BD%BB%E7%AB%B9%E5%8A%9E%E5%85%AC,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/%E9%93%B6%E6%B2%B3%E6%98%93%E5%88%9B,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fwww.nmod.net,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fyoumind.com%2Fzh-CN%2Fskills,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fspace.bilibili.com%2F1567748478,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/tools/MiniMax%E5%BC%80%E6%94%BE%E5%B9%B3%E5%8F%B0,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/accounts/wuli-shejijie,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fspace.bilibili.com%2F259768893%2F,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fwww.douyin.com%2Fsearch%2F%25E7%258E%25A9%25E8%25BD%2589office,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/%E7%A8%BF%E5%AE%9AAI,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/en/tools/Video-Ocean,,,,,,,,
DeadClickCount,1,0,100,0,0,https://www.limingdao.com/zh/tools/%E5%8D%8E%E4%B8%BA%E4%BA%91,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/%E8%BF%99%E4%B8%AA-%E5%BC%80%E6%BA%90Skill%E8%87%AA%E5%8A%A8%E6%8E%92%E7%89%88%E5%8F%91%E9%80%81%E5%88%B0%E5%85%AC%E4%BC%97%E5%8F%B7%E8%8D%89%E7%A8%BF%E4%B8%8D%E8%8A%B1%E4%B8%80%E5%88%86%E9%92%B1,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fwww.youtube.com%2F%40TwoMinutePapers,,,,,,,,
ExcessiveScroll,9,0,100,0,0,https://www.limingdao.com/zh,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/en/categories/marketing-seo,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/%E5%B7%A8%E6%97%A5%E7%A6%84,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/DeepReel,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/guides/geo-keyword-content-checklist,www.limingdao.com,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fspace.bilibili.com%2F697174669%2F,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/categories/marketing-seo,www.limingdao.com,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/accounts/liyongle-laoshi,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/KDBooks,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/TechGPT-%E4%B8%9C%E5%8C%97%E5%A4%A7%E5%AD%A6,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fwww.douyin.com%2Fsearch%2Fspzp_04,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/%E8%AE%AF%E9%A3%9E%E6%99%BA%E4%BD%9C,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/guides/senior-content-themes,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/EasyClaw,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh,www.limingdao.com,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/accounts/nvsheng-sushe-riji,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/categories/AI%E5%BA%94%E7%94%A8,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fspace.bilibili.com%2F73842852%2F,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/%E5%A2%A8%E7%8B%90AI%E5%86%99%E5%B0%8F%E8%AF%B4,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/%E5%BF%97%E6%84%BF%E7%A9%BA%E9%97%B4,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/fliki,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fxingyuexiezuo.com%2F,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/TinyWow,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/en/tools/%E6%A0%87%E6%8E%A2%E9%95%BFAI%E6%A0%87%E4%B9%A6,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/Presentations.AI,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/Wanderboat,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/AI-%E5%9B%BE%E5%83%8F%E5%A2%9E%E5%BC%BA%E5%B7%A5%E5%85%B7,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fwww.moonstatistics.com%2Fhome,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/Onlook,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fmagnific.ai%2F,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/guides/home-appliances-buying-guide,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/categories/AI%E5%86%99%E4%BD%9C,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Flumalabs.ai%2Fdream-machine,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/WHEE,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fwww.douyin.com%2Fsearch%2F%25E7%258E%25A9%25E8%25BD%2589office,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/tags,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fopenrouter.ai%2Frankings,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/MOKI,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/SaltTiger,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fspace.bilibili.com%2F470156882,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/en/accounts/xiaosheng-bangong,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/en/tools/%E5%95%86%E6%B1%A4%E6%97%A5%E6%97%A5%E6%96%B0%E5%A4%A7%E6%A8%A1%E5%9E%8B,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/en/tools/Fish-Audio,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fspace.bilibili.com%2F401929486%2F,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fwww.picdoc.cn%2F,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/tools/Cursor,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/exit?to=https%3A%2F%2Fapp.insta-speak.com%2F,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/en/tools/kreadoai,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/tags/AI%E5%86%99%E4%BD%9C%E5%B7%A5%E5%85%B7,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/en/exit?to=https%3A%2F%2Fspace.bilibili.com%2F19319172%2F,,,,,,,,
ExcessiveScroll,2,0,100,0,0,https://www.limingdao.com/zh/tools/Booltool,,,,,,,,
ExcessiveScroll,1,0,100,0,0,https://www.limingdao.com/zh/accounts/douge-heikeji,,,,,,,,
ExcessiveScroll,2,0,100,0,0,https://www.limingdao.com/tags/AI%E5%9B%BE%E5%83%8F,,,,,,,,
